,Tweet
117,แย่มากกกกก !!!!! สายการบินนกแอร์ #นกแอร์ นี่เดินทางไปใต้ แล้วไม่ได้จะโหลดกระเป๋าเพราะรู้ดีว่าไม่รู้วันไหนหวยจะโดนที่กูแบบวันนี้ …. จ้าาา กำลังจะเข้าเครื่องพนักงานตอนรับ บอกว่าเอาขึ้นไม่ได้ต้องโหลดกูแบบบไอ้เวรรกูไม่โหลดไง แล้วผลต้องโหลด แลเวมึงดูผลของการโหลด ของกูพังลากไม่ได้ 
118,@therich864 ไม่ได้ใช้เงินในแอพ แต่ได้ใช้เงินสดไปแล้วค่ะ เมื่อคืนโดนThaiLion เท ต้องหันไปซบนกแอร์ ละค่าตั๋วคือแพงมาก 
119,Arrived 9:35 เพิ่งเรียกเข้าเครื่อง  #นกแอร์ #น่าน
120,เกาหลีอะไรพี่สาว บิวกิ้นอยู่ไทยนี่แหละจ้า เมื่อเช้ายังอยู่ฟิตเนสอยู่เลย สก้าดน่าจะไปเที่ยวเฉยๆนะ ใจเย็น นี่บิวกิ้นหรือกัปตันนกแอร์
121,"""#บิ๊วอัพเดท   นกแอร์เริ่มแล้ว !! กัปตันมาร์ชเมลโลว์ พร้อมพาทุกท่านบินลัดฟ้า ไปกับกัปตันที่หล่อสุดบนรันเวย์คนนี้ฮะ บ๊อกๆ น้อนนนน่ารักมากๆ  

 Marsh The Happy Dog

#บิ๊วอัพเดท #NokAir #นกแอร์ #petonboard #nokairpetonboard #พาสัตว์เลี้ยงบิน "
122,"#ปล่อยกู้ยอดตั้งแต่ 20,000 - 2,000,000 บาท
กู้ได้จริง ไม่มีมัดจำ ไม่มีค่าเอกสาร กู้ไม่ได้แจ้งความได้เลย 
#LISA #นกแอร์ #TREASURE #งานออนไลน์ #รายได้เสริม #นักศึกษา #นักเรียน #ปั้มฟอล #รีทวิต #อิงล็อต #ประยุทธ์ #หนังสือมือสอง #เงินกู้รายวัน #เงินกู้ออนไลน์ "
123,"ขอบคุณเจอร์ไฮ และนกแอร์ ที่พาพี่ดัง และฮารุน้อย มาเที่ยวเชียงใหม่นะคะ เด็กๆ น่ารัก และสดใสมากๆ

#ดังไปกับเจอร์ไฮที่เชียงใหม่ "
124,@_prapat_ ชอบนกแอร์ จ่ายสแกน QR code ได้
125,"สิ้นสุดการรอคอย เที่ยวบินแรกของนกแอร์ Pet On Board พานายและทาสบินตรงจากดอนเมือง สู่ เชียงใหม่ ใกล้ชิด อุ่นใจยิ่งกว่าเดิม มีน้องนั่งใกล้ๆ ไม่ต้องโหลดใต้เครื่อง
“นกแอร์ถือเป็นสายการบินที่มี
ผดส. เดินทางร่วมกับสัตว์เลี้ยงมากที่สุดภายในประเทศไทย”
#nokair
#petonboard
#นกแอร์ "
126,@cumkom วันนี้เห็นมีแต่น้องหมาน่ะค่ะ คงต้องถามทางนกแอร์ แต่ก็เอาใจคนรักสัตว์สุดๆเลย คงได้ลูกค้าเพิ่มแน่
127,"นกแอร์ Q400 เล็กจัด
แต่ของ BA เล็กกว่า"
128,"เครื่องบินก็นกแอร์ แต่ถ้าเธอไม่แคร์ก็นกเลย
#บ่วงวิมาลาep5"
129,@barejj99 @NokAirlines เสียเวลาชีวิตมาก พอ จบ เลิก ไม่เอาอีกแล้วนกแอร์
130,มีใครยื่นนกแอร์ ดอนเมือง แล้วได้เมล์ตอบกลับแล้วบ้างคะ #สาระน่ารู้สายการบิน #ฝึกงานสายการบิน
131,นกแอร์ Delay สัสๆจะ 4 โมงล่ะ Gate ยังไม่เปิด 
132,แย่มากนะนกแอร์ เลื่อเวลาบินมาหาลายรอบละนะ จากตอนแรก 18.20 ก็เลื่อนเป็น 19.45 แล้วก็เลื่อนอีกตอน 19.55 แล้วล่าสุดวันนี้จะเช็คอิน เลื่อนเป็น 20.30 ได้อ่อวะ ห่วยมากอ่ะ ก่อนหน้านี้คนในครอบครัวก็โดน cancel ไฟล์ท เอาจริงนะโคตรเสียเวลาชีวิตเลยอ่ะ เลื่อนอยู่นั่นแหละ @NokAirlines
133,"#.เจอร์ไฮพาฟินบินกับนกแอร์
มีการเล่นแท็กไหมพรุ่งนี้ ถ้าเล่นได้ก็ดีนะ ลูกค้าเขาจะได้เห็น เผื่อฮารุได้เป็นพรซต"
134,หลุดคลิปเต็มนกแอร์ ซ่อนกล้องแอบถ่ายสาวแอร์โฮสเตสนั่งฉี่ในส้วมห้องน้ำหญิงสนามบิน เห็นหีเห็นหมอยใสกางเกงในบางบางเฉียบ 
135,นกแอร์ ครั้งแรกในรอบปี 
136,นกแอร์ บินสองรอบแจ้งดีเลย์ทั้งสองรอบเลย สมชื่อ 555555555
137,ท่าอากาศยานนานาชาติอุบลราชธานี กรมท่าอากาศยาน​ ประกาศตารางการบิน #สนามบินอุบล ประจำเดือนกันยายน ระหว่างวันที่ 1-30 ก.ย.65 เที่ยวบินยังเหมือนเดิม จากอุบลฯ ไปดอนเมือง และสุวรรณภูมิ ยกเว้น สายการบินนกแอร์ มีไปเชียงใหม่ และภูเก็ต ด้วย  
138,@saychanheex นกแอร์
139,@saychanheex นกแอร์
140,นกแอร์ เพิ่มเที่ยวบินตรงจากกรุงเทพฯ (ดอนเมือง) สู่ ย่างกุ้ง สำรองที่นั่งได้ที่  
141,@NarakV2 น่าเยสน่าเลียหีเรียงตัวเลยสาวนกแอร์
142,สายการบินนกแอร์ เป็นอะไรอะ เช็คอินออนไลน์เลือกที่นั่งแล้ว พอออกตั๋วที่นั่งไม่ได้ที่เลือก บ้ารึเปล่ามาด้วยกัน คนนึงนั่งแถว 12 คนนึงนั่งแถว 30 บ้าบอ #นกแอร์ #NOKAIR @NokAirlines
143,นกแอร์ ยกเลิกไฟล์ท 2รอบ แล้วววววววววว !!!!!!
144,น่าจะจองตั๋วของนกแอร์ อิไทไลอ้อนแม่งเลื่อนไฟท์ขากลับกูไปสี่โมงครึ่ง อิห่า กูจะกลับมาเรียนทันไหมอิดอก ไม่ทัน คาบนั้นยิ่งชอบให้ส่งงานให้คาบอีก เวรจริงๆ กูจะทำไงได้
145,@englotlover แล้วคือสายการบินอื่นไม่มีบินเวลานี้นอกจากนกแอร์ แต่พอจองแม่งเลื่อนเวลา เซ็งสุด
146,"#นกแอร์ แจก Promo Code
คืนนี้ เริ่ม 22.00-24.00 
.
เตรียมนิ้วรอเลย 2 ชั่วโมง
แค่พิมพ์โค้ด ENDAUG25
รายละเอียดในรีทวิต #NokAir "
147,"-ใครที่่ตกงานหรือหางานทำคุณมาถูกทางแล้วคะ
-เป็นงานรายได้เสริมพี่สามารถทำงานอิสระ
-หารายได้เสริมบนมือถือ วันต่อวัน 300-2,000.บ
-ใช้เวลาในการทำงาน10-15 นาทีเท่านั้น สนใจ
#นกแอร์ #แอนนาเสือ #เนเน่เอาตู้เย็นมาให้ได้นะ
#กรุงเทพกลางแปลง #หวยงวดนี้ #งานออนไลน์
#งานออนไลน์ฟรี "
148,"นกแอร์เค้ามีข่าวดีสำหรับนักเดินทางจ้า‼ 
จัดให้แบบจุกๆ 2 ชั่วโมงเท่านั้น จับคู่บัดดี้ 
พิมโค้ด “ENDAUG25” ลด 25% ทันที จากราคาตั๋ว (มีต่อ)
#นกแอร์ #สายการบิน
#ตั๋วเครื่องบินโปรโมชั่น  #ลดจัดหนัก #รีบจอง #ไทยเที่ยวไทย @reviewchiangmai @paidonnnn @checkinkintiew @Trip #สายการบิน "
149,เครื่องบินก็นกแอร์  ถ้าเธอไม่แคร์ก็นกเลย 
150,@0RANGE27895995 เหมือนคนไม่เคยนั่งเครื่อวบินอ่ะ แล้วไปดูรีวิวพวกนกแอร์ กบท. ไทยยิ้ม ที่บินก่อนโควิด ก็คิเว่าจะเป็นแบบนั้น
151,"พรุ่งนี้น๊า ใครอยากเจอพี้ฟ้า ไปรับ-ส่งได้

ตารางการบิน สายการบินนกแอร์ 

จากสนามบินพิษณุโลก เวลา 11.20 น.

ถึงสนามบินดอนเมือง เวลา 12.15 น.

#อิงฟ้ามหาชน "
152,"นกแอร์ = ปากเป็ด พี่ฟ้าาาาาาาาา5555555555555555555

#อิงล็อต #อิงฟ้ามหาชน "
153,= อยากให้บินไปหา สายการบิน นกแอร์ ด้วยนะ ใช่แน่ๆ ดูออกก /ศรัทธาสิคะ
154,"หลวงพ่อนกแอร์ ก็ไม่อยากให้แยกกัน ก็เลยดีเลย์โชว์ไปเลย 1 แมต หวานๆ หลวงพ่อรีบดีเลย์เลยตอนน้คนกำลังคลั่งรัก 555555555 
 #อิงล็อต"
155,@TaelyJune จริงไฟล์งท์ไปพิษณุโลกต้องบิน 10.20 น.นะคะ เพราะวันจันทร์ไม่มีไฟล์บิน 9.55น. ของนกแอร์
156,@EWaraha เสี่ยเบิ้มสั่ง นกแอร์ Retimed ละ
157,เจอคนโพส นกแอร์ ดีเลย์ หลายคนละ จองไปแล้วขากลับอาทิตย์หน้า ยังไงดี ลุ้น
158,"""Easy to Fly""
บินง่าย เพียงสำรองที่นั่งด้วยตนเองผ่าน Mobile Application
หรือทาง 

Website : 
Apps : 
Contact us: 

*เงื่อนไขเป็นไปตามที่บริษัทกำหนด( T&amp;C apply)
#สายการบินนกแอร์
#นกแอร์ "
159,ถ้าอยากถึงเร็วๆ ต้องจองนกแอร์ แต่มันแพงนะ 
160,"อุตสาหกรรมการบินปรับทัพรับโจทย์ใหม่ มุ่งแผนลดปริมาณการปล่อยก๊าซเรือนกระจก หวังปูทางธุรกิจเติบโตยั่งยืน นกแอร์ - ไทยแอร์เอเชีย พร้อมใจลดต้นทุน ชูทางออกน้ำมันอากาศยานทดแทน
"
161,@Me_KEDs13 ไปดูงานที่เชียงใหม่ค่ะ บินกับนกแอร์ จองตี 5 เลื่อนหนูมา 7 โมง หัวจะปวด 555555555
162,"สินเชื่อส่วนบุคคล รับทุกอาชีพ ดอกเบี้ยเพียง 0.3 % ต่อเดือน ไม่ต้องจ่ายก่อน ไม่ต้องมีคนค้ำ แชทด่วน.
#LISA #นกแอร์ #TREASURE #งานออนไลน์ #รายได้เสริม #นักศึกษา #นักเรียน #ปั้มฟอล #รีทวิต #อิงล็อต #ประยุทธ์ #หนังสือมือสอง #เงินกู้รายวัน #เงินกู้ออนไลน์ "
163,@Thatchawanon_N นกแอร์ ดอนเมือง-นครศรีฯ
164,@PYRzooi เค้าลองทักไปดูแล้วค่ะ แต่ว่ามันมีของนกแอร์ กับไลอ้อนแอร์ด้วน ช่วงต้นเดือน ก.ย. แล้วได้สอบถามสายการบินไป เขาแจ้งว่าไม่มีไฟล์ทนี้ ก็เลยไม่กล้าค่ะ
165,"แวะมาบุรีรัมย์ บินแอร์เอเชีย ยังมีระบบลงทีละชุดอยู่ ชอบจุง ไม่วุ่นวาย
เดือนก่อนบิน นกแอร์ วุ่นวายตอนลงแย่งกันลง"
166,"""เบตง หรอยแรง แหล่งใต้ สไตล์นกแอร์ Phase 2""

“เบตง” เมืองแห่งมนต์เสน่ห์ที่ได้รับการขนานนามว่าเป็น “เมืองแห่งสายหมอก” มีอากาศเย็นตลอดปี ที่นี่มีแหล่งท่องเที่ยวที่น่าสนใจมากมาย ทั้งที่เป็นแนวธรรมชาติ และวัฒนธรรม เมืองน่าอยู่ ผู้คนน่ารัก อีกหนึ่งเมืองที่นกแอร์ อยากชวนคุณมาลองสัมผัส "
167,"นกแอร์ควรแก้ไขเรื่องไฟท์บินได้แล้วควรแก้ไขระบบการบินของตัวเองว่ามีปัญหาอะไรถึงต้องเลื่อนไฟท์,ต้องดีเลย์ไม่ใช่มาแก้ที่ผู้โดยสารให้ผู้โดยสารบินเวลาที่เขาไม่ได้จองไว้ตั้งแต่แรกหรือเปลี่ยนไฟท์บิน คือผู้โดยสารจองตั๋วเวลานั้นเพราะเขาสะดวกเวลานั้น ไม่ใช่นึกจะเลื่อนก็เลื่อนค่ะ #นกแอร์"
168,ดีเลย์3ชม อุบาทมากนกแอร์ มึงจำไว้
169,สายการบินนกแอร์ เค้าจะรักษาความเหลดของเที่ยวบินไปตลอดเลยหรอ ?
170,อิเหี้ยยย เลื่อนเวลาบิน 2 รอบ พอมาถึงก็เปลี่ยน Gate 3 รอบ พอจะบินก็มีปัญหาอีก เจริญละนกแอร์
171,"นกแอร์ ปรับตารางบินเส้นทาง เชียงใหม่-โคราช

เชียงใหม่-นครราชสีมา
เที่ยวบิน DD9330 ออกเดินทาง 19.00 น. ถึงปลายทาง 20.30 น. ทำการบินทุกวันจันทร์ และศุกร์

นครราชสีมา-เชียงใหม่
เที่ยวบิน DD9331 ออกเดินทาง 06.00 น. ถึงปลายทาง 07.30 น. ทำการบินทุกวันอังคาร และเสาร์ "
172,ครั้งสุดท้ายกับนกแอร์ อีดอกเหนื่อยมากกกกก
173,"แพคเกจสุดคุ้ม ตรัง 3 วัน 2 คืน, 6,999 บาท 
-รวมตั๋วเครื่องบิน ไปกลับ กรุงเทพ
-ที่พัก และอาหาร
ฟิลล่า ตัวแทนจำหน่ายทัวร์ ""บินหรู อยู่สบาย สไตล์นกแอร์"" เที่ยวสบายๆในประเทศ หลายรายการ สนใจติดต่อได้เลยจ้า #นกแอร์ #NokAir  #บินหรู  #อยู่สบาย FB : @philainter IG : @philagroup "
174,จาก 18.30 เป็น 20.30 เลื่อนอีกเป็น 21.05 เลื่อนครั้งที่ 3 เป็น 21.20 ควยไรคับนกแอร์ ถ้านั่งรถทัวร์ตอนนี้กูถึง กทม แล้ว อิเหี้ยเอ้ย
175,สิ่งที่คนเตือนเวียดเจทดีเลย์  บินมา 3-4 รอบ ยังไม่เจอ มาเจอนกแอร์ ดีเลย์ไปจ้า 2 ชม. 
176,"-ใครที่่ตกงานหรือหางานทำคุณมาถูกทางแล้วคะ
-เป็นงานรายได้เสริมพี่สามารถทำงานอิสระ
-หารายได้เสริมบนมือถือ วันต่อวัน 300-2,000.บ
-ใช้เวลาในการทำงาน10-15 นาทีเท่านั้น สนใจ 
#นกแอร์ #แอนนาเสือ #กรุงเทพกลางแปลง 
#งานออนไลน์ #งานพาร์ทไทม์ #งานออนไลน์ได้เงินจริง "
177,"-ใครที่่ตกงานหรือหางานทำคุณมาถูกทางแล้วคะ
-เป็นงานรายได้เสริมพี่สามารถทำงานอิสระ
-หารายได้เสริมบนมือถือ วันต่อวัน 300-2,000.บ
-ใช้เวลาในการทำงาน10-15 นาทีเท่านั้น สนใจ
#นกแอร์ #แอนนาเสือ #เนเน่เอาตู้เย็นมาให้ได้นะ
#กรุงเทพกลางแปลง #หวยงวดนี้ #งานออนไลน์
#งานออนไลน์ฟรี "
178,"-ใครที่่ตกงานหรือหางานทำคุณมาถูกทางแล้วคะ
-เป็นงานรายได้เสริมพี่สามารถทำงานอิสระ
-หารายได้เสริมบนมือถือ วันต่อวัน 300-2,000.บ
-ใช้เวลาในการทำงาน10-15 นาทีเท่านั้น สนใจ
#นกแอร์ #แอนนาเสือ #เนเน่เอาตู้เย็นมาให้ได้นะ
#กรุงเทพกลางแปลง #หวยงวดนี้ #งานออนไลน์
#งานออนไลน์ฟรี "
179,"“กว้างกว่าก็บินสบายกว่า”
นกแอร์ให้คุณสบาย ระยะห่างที่นั่งกว้างงงงงงกว่าใคร

สำรองที่นั่ง 

*ที่นั่งกว้างสูงสุด 31 นิ้ว บนเครื่องบินแบบ B737-800

#นกแอร์ 
#nokair
#ทุกเที่ยวบินมีรอยยิ้ม
#weflysmiles "
180,"-ใครที่่ตกงานหรือหางานทำคุณมาถูกทางแล้วคะ
-เป็นงานรายได้เสริมพี่สามารถทำงานอิสระ
-หารายได้เสริมบนมือถือ วันต่อวัน 300-2,000.บ
-ใช้เวลาในการทำงาน10-15 นาทีเท่านั้น สนใจ
#นกแอร์ #แอนนาเสือ #เนเน่เอาตู้เย็นมาให้ได้นะ
#กรุงเทพกลางแปลง #งานออนไลน์
#งานออนไลน์ฟรี "
181,สนามบินนานาชาติ ที่ต้องการให้มีการบินข้ามไปเที่ยวพม่าได้ง่าย แต่เจอโควิดเข้าไปเงียบเลย และก็ไม่มีสายการบินไหนมาลงนอกจากนกแอร์ 
182,"ขายต่อตั๋วเครื่องบินนกแอร์ เชียงราย-ดอนเมือง
รอบ วันอังคาร ที่ 16 สิงหาคม 2022
14.55 น. 2 ที่นั่ง 4000 บาท
ขายเพราะกำหนอการเลื่อนค่ะ"
183,ข้อเสียที่ให้เพื่อนจองทุกอย่างของทริปแล้วเราจำแค่วันไปกลับตอนนี้คือแม้แต่เที่ยวบินไปก็ยังจำไม่ได้ว่ากี่โมง สายการบินก็จำสลับสภาพจอง Airasia ไปดูเวลาที่นกแอร์
184,@EWaraha คือ...นกแอร์
185,ไม่นั่ง #นกแอร์  แล้วคร่า หลาบ เกือบขิต
186,นายสมร นครชัยนกแอร์ 
187,ครั้งสุดท้ายที่จะบินกับ นกแอร์ wtf มากแม่
188,#นกแอร์ เปลี่ยน​เวลา​เก่ง ตอนซื้อเที่ยว​เวลา 17.25 พอเช็คอินผ่านเว็บเปลี่ยน​เป็น 18.00 มาถึงสนามบิน​แปะป้ายไว้ที่เคาน์เตอร์​เปลี่ยน​เป็น​ 18.50 บินจริง 19.10
189,ไม่อยากนั่งนกแอร์  หลาบแล้ว
190,โทรไปก็ไม่สามารถให้คำตอบได้ว่าจะบินได้อีกเมื่อไหร่  พรุ่งนี้ก็ไม่มีสายการบิน แล้วต้องรอวันพุธ แต่คนรอไม่ได้ค่ะ เพราะทำงาน ไม่คิดว่าจะเกิดเหตุการณ์นี้กับตัวเองนะ ทำไมพักหลังมานกแอร์ถึงได้บริหารจัดการแย่มาก สมัยคุณพาทีเป็นบอร์ด มันดีกว่านี้มากจริง #นกแอร์ 
191,เหี้ยมาก นกแอร์ ยกเลิกเที่ยวบิน แล้วจะกลับ กทมยังงัย ไม่สามารถบอกได้ด้วยว่าพรุ่งนี้จะมีมาไหมหรือต้องรอวันพุธเลย โอ๊ยยยยย แย่มากเลยนะ #นกแอร์
192,@myjaehwann เราพัก The Quarter ค่ะ ข้างกลับเรากลับนกแอร์ ไว้นัดๆกันที่คอน 555
193,เจอลุงคนนึงที่วัด เดินเข้ามาบอกมีคำถามจะให้ทาย ถามว่านกอะไรไม่มีขา บินได้ นี่ก้ตอบนกแอร์ เค้าบอกไม่ใช่ ค้างคาว นี่เลยบอกค้างคาวเป็นสัตว์เลี้ยงลูกด้วยนม ออกลูกเปนตัว แต่นกออกลูกเป็นไข่ ค้างคาวเลยไม่ใช่นก จบที่กุเอดูเขตคนแก่ เค้าบอกโตไปเปนทนายได้เลยลูก55555555555
194,นกแอร์ ทำไมตอนเช็คอินแล้วชอบดีดที่นั่งไปหลังตลอดเลยวะ
195,"""นกแอร์ร่วมส่งต่อน้ำใจ""
เป็นสื่อกลางในการขนส่งสิ่งของที่จำเป็นเพื่อช่วยเหลือ
ผู้ประสบภัยน้ำท่วมจังหวัดน่าน และเชียงราย 
(โดยไม่คิดค่าใช้จ่าย)

เบอร์คลังสินค้านกแอร์สถานีดอนเมือง
- 02-504 3522 ถึง 24 
- 081 559 1112
- 097 065 3017

#นกแอร์ 
#ทุกเที่ยวบินมีรอยยิ้ม "
196,ถอดบทเรียน “นกแอร์” (ถ้า) สื่อสารช้า-ภาพลักษณ์พัง  via @prachachat
197,แผนการสื่อสารเพื่อแก้วิกฤตที่ล่าช้าของ “นกแอร์” ทำให้เสียโอกาสแก้ไขภาพลักษณ์ คนที่เข้าใจผิดไปแล้วก็เข้าใจผิดต่อไป 
198,"-ใครที่่ตกงานหรือหางานทำคุณมาถูกทางแล้วคะ
-เป็นงานรายได้เสริมพี่สามารถทำงานอิสระ
-หารายได้เสริมบนมือถือ วันต่อวัน 300-2,000.บ
-ใช้เวลาในการทำงาน10-15 นาทีเท่านั้น สนใจ
#นกแอร์ #แอนนาเสือ #เนเน่เอาตู้เย็นมาให้ได้นะ
#กรุงเทพกลางแปลง #งานออนไลน์
#งานออนไลน์ฟรี "
199,ถอดบทเรียน นกแอร์ (ถ้า) สื่อสารช้า-ภาพลักษณ์พัง  via @prachachat
