,Tweet
119,@Unrulycat2511 ระวังไอ้ป้อมมันฟังแล้วของขึ้นบ้างล่ะ
120,อย่าบอกนะไอ้ประยุทธ์ไป ได้ไอ้ป้อมมา พอไอ้ป้อมอยู่8ปีแล้วไป เราจะได้ไอ้ป๊อกมา?? #จะ8ปีแล้วนะไอ้สัส #เผด็จการออกไป
121,@nsbest ก็คิดดู ขนาดไอ้ป้อมง็อกๆแง็กๆ ไม่รู้…ไม่รู้…ยังทำได้ดีกว่ามัน
122,@Unrulycat2511 ระวังไอ้ป้อม ฮึดสู้……ไอ้ too หงายเงิบ
123,"ถ้าไอ้ตู่ ไอ้ป้อมได้อยู่ต่อ คงได้เห็นภาพนี้เป็นแน่แท้
 "
124,@tanawatofficial สมน้ำหน้ามึง มืดบอดดักดานต่อไปเถอะมึง ไว้ไอ้ป้อมไปอย่าลืมไปกระโดดหอมแก้มมันด้วยนะ
125,@KhaosodOnline มันไม่ได้ต้องการไปเยี่ยมประชาชน มันแค่ต้องการรูปเอาไว้ไปประชาสัมพันธ์แข่งกะไอ้ป้อม
126,ม๋ามีประโยชน์กว่าไอ้ยุด กะไอ้ป้อม 
127,@cnew888 หน้าม้าทั้งนั้น...ไอ้ป้อมกับไอ้ตู่ไปไหนไม่มีชาวบ้านจริงๆได้เข้าไปใกล้สักคน..มันเกณฑ์ตำรวจทั้งจังหวัดไปอารักขา..
128,"อีเหี้ย เห็นข่าวไอ้ป้อมลงพื้นที่ 8 ริ้วแล้วมีคนไปหอมแกเม แหกปากตะโกนรักลุงป้อมแล้วแขยงว่ะ นข.ไปสัมคนหอมแก้มว่าไอ้ป้อมทำอะไรบ้าง ตอบอึกอักบอกลุงป้อมพัฒนาน้ำ ดูแลจัดการดี 
กูงง มันทำงานตอนไหน?"
129,มีคนบอกให้ ไอ้ป้อม อายุยืนถึง 150 ปี แต่กูจำได้ว่างวดที่แล้วก็มีคนพูดแบบนี้แหละไม่ทันข้ามปีเลยตายห่าไปซะแล้ว
130,@PCock45555111 อยู่ให้ถึงพันปีไปเลยไอ้ป้อมกรูเชียร์..
131,@MatichonOnline ฝรั่งรู้ โลกรู้ สลิ่มไม่รู้ ไม่รู้เหมือนไอ้ป้อมเลย
132,@Marc75209514 ไอ้ป้อมมรึงต้องแนะนำชาวบ้านไปอยู่สักดาว?? ไอ้ตู่แนะนำดาวอังคาร มรึงแนะนำดาวใหน..???
133,ขยี้ตาดู overview ช่องวอยซ์นึกว่าท็อปนิวส์อวยไอ้ป้อมหนักมาก
134,@prachatai สุดยอดครับ ขนาดฝรั่งยังรู้ โลกรู้ สลิ่มไม่รู้ ไม่รู้เหมือนไอ้ป้อมเลย
135,@yahya54806562 สลิ่มแม่งก็ยังพากันโง่เหมือนเดิม ไอ้ป้อมพวกมึงให้มันเดินใหวก่อนเถอะวะ ก๊ากๆๆๆ 
136,"ขออนุญาตหยาบคาย
ฟายเอ้ยยยย มีคนตะโกนให้ไอ้ป้อมตอนลงพื้นที่ให้อยู่อีก 50 ปี อีห่าราก ทุกวันนี้ก็ต้องหามละ 50 ปีมึงคิดสภาพดิ"
137,"@ChaninNume ไอ้ตู่ไม่คิดจะพัฒนาอะไรเลย ดักดานมาก
ไอ้ป้อมอย่างน้อย พยามลุกเดินเอง โทรประสานผู้ว่า กทม.ที่สำคัญ ทำงานเสาร์อาทิตย์
ซึ่งเรื่องพวกนี้ไอ่ตู่ไม่มีเลย"
138,มึงนะไอ้ป้อมนะ
139,สว.ธานี กับน้องไอ้ป้อมนี่เอง นามสกุล วงษ์สุวรรณ ทั้ง 2 คนเลย ตอใหญ่จริง ถามว่าเรียกมาชี้แจงแล้วทำอะไรได้  ขนาดนาฬิกายังยืมเพื่อนเลย #ตำรวจหญิง #ทหารรับใช้  #สตทหญิง #เมียสว #โหนกระแส #สว 
140,@ThaiX_Crew @UraipornTa @tigeryellowlive @tanawatofficial @iladayoung เลือกกูไปบริหารสิ เดี๋ยวกูจะทำให้ดีกว่ามันอีก ไอ้ป้อมเดินแทบไม่ไหว สภาพคนบริหารประเทศ
141,@Jirat_MP สมัยหน้าจะมีใครด่าไอ้ตู่ไอ้ป้อมถ้าส.ส.คุณภาพลาออกสภาก็ไม่มีสีสันละดิ
142,@NAYesIam ไอ้ตู่ออกแล้ว ไล่ไอ้ป้อมต่อเลยครับ 
143,นึกถึงเคสลูกของกุ๊บกิ๊บเลย คือกูต้องรู้สึกยังไงที่คนมีมาล้อลูกเราหน้าเหมือนไอ้ป้อม #ดิวอริสรา
144,ศิโรตม์นี่ยังไงเข้าใจว่าเกลียดไอ้ตู่ แต่อวยไอ้ป้อมนี่มันคือไร อวยเกินเบอร์มาก จะอ๊วก
145,@MatichonOnline มันกลับมาแน่ รับรอง มันเล่นละครกัน เพื่อลดกระแส ไอ้ป้อมยังเว้นเก้าอี้ไว้เหมือนเดิม....ล้านเปอรเซ็นต์  ใครพนันกับผมไหม
146,@Unrulycat2511 แต่ละตัว  มีผู้นำแบบไอ้ตู่ไอ้ป้อมถ้าประเทศมีสงครามนะ แนะนำให้หนีครับ อยู่ก็ตายแบบไม่มีประโยชน์แน่นอน สัส ใช้ใจบันดาลแรง ใจมึงตันไปกี่เส้นแล้วไอ้ป้อม
147,@MatichonOnline แข่งกับพรรคไอ้ป้อมเอาภาษีาติไปโปรยซื้อเสียงล่วงหน้ากันใหญ่
148,@Unrulycat2511 เห็นลิ่วล้อนับสิบคน มองตามรอยตีนไอ้ป้อมทุกย่างก้าวแล้ว กุสมเพช
149,@shop_platoo ไอ้ตูบโง่กร่าง หน้าด้าน ไอ้ป้อมเหี้ยทุกอย่าง ไอ้ป๊อกเงียบๆกินเรียบไม่แบ่งใคร
150,@WassanaNanuam ไอ้ป้อมมรึง แย่งเก้าอี้กรู.. มรึงตายแน่พรุ่งนี้..ตรงเป้า..ไม่น่าพลาด
151,@kongnara3 อยากเห็นไอ้ป้อมมาแข่งบ้าง
152,โอยากะด้งเวอร์เด็กหอของไม่ครบ เครื่องปรุงไม่มีอะไรเลยนอกจากซีอิ๊วไอ้ป้อม พริกไทย น้ำตาล ซุปก้อน คราวหลังหนูจะซื้อโชยุติดไว้จ้า 
153,มึงอาจจะวิ่งเส้นไอ้ตู่ไง​ แต่ไม่ได้ให้ไอ้ป้อม​ เป็นไงล่ะไอ้ป้อมบิดจังหว่ะท้าย5555555​   เสียเส้นแท้ๆลงทุนไปหลายแล้ว
154,@shutup2557 ไอ้ป้อมมมมมึงงงงงง......ฮ่าๆๆๆๆๆ
155,แค่คิดก็อยากตาย คนตอแหลตลบตะแลงแบบนี้ แล้วการตัดสินใจของมันทุกเรื่องคือความชิบหาย โควิดกระจอก วัคซีน กัญชา อยากชิงตาย แต่ก็อยากรอดูไอ้ป้อมไอ้ตู่ตายคาคุกก่อน
156,@shop_platoo ไอ้ป้อมเด็กเปิดประตูรถ  5555
157,ละก่อนปิดคะแนนดีดไม่ไหว สภาพพอๆกับไอ้ป้อม
158,ขอตัวอย่างคำแรงๆ หน่อยครับ คำแรงๆ ที่เข้าใจคือคำที่เค้าด่าไอ้ตูบ ไอ้ป้อม ไอ้หนู กันนะ ในทวิตไม่เห็นมีคำแบบนั้นเลย มากสุดที่ไล่ดูก็แค่คำว่าเล่นห่วย แค่นี้แรง? 
159,@cnew888 สารรูปไอ้ป้อมมันฉายแววแล้ว
160,ไอ้ป้อมเหี้ยกว่าไอ้ตู่..เยอะ..!!!
161,"บทความที่ thaipost เอามาลงนี้ดึงในหลวง ร9.มาอวยไอ้ป้อม และป้อมไม่ใช่จอมพล เพราะตำแหน่งจอมพลคนสุดท้ายคือ จอมพลเกรียงไกร 
...แต่น่าจะแปลว่าไอ้ตู่ตกกระป๋อง
#เรารักลุงป้อม #เรารักลุงตู่ 
#ลุงตู่อยู่ต่อ #ทรงพระเจริญ 
#ชัชขาติ #โหนกระเเส "
162,@thaipost บทความนี้ดึงในหลวง ร9.มาอวยไอ้ป้อม และป้อมไม่ใช่จอมพล เพราะตำแหน่งจอมพลคนสุดท้ายคือ จอมพลเกรียงไกร
163,"@shutup2557 รีบสร้างซะ

สร้างเสร็จ ให้ไอ้ป้อมเดินไปเปิดงาน

มันคงอยากได้หน้าอยู่"
164,@pony2555 @love_u_to @pran2844 ถ้าประสานงานดีจริง ไม่ง้องแง้งสับเก้าอี้ต่อรองนั่นนี้ตลอดหรอก กูก็เห็นร้าวไอ้ป้อมต้องเรียกเข้าป่ารอยต่อเคลียให้ตลอด
165,@theeraphon008 การบลูลี่ คือการกระทำของคนที่มีอำนาจเหนือกว่า ไอ้ป้อมมันเป็นคนด้อยอำนาจตรงไหน อีเอ๋ อย่าเก่งแต่เอาคำว่าบูลลี่มาทำกระแส ยกตนเองเป็นคนรุ่นใหม่ ถ้ายังโง่อยู่
166,"ไอ้ตู่ยังเป็นนายกดีกว่าไอ้ป้อมเยอะ สลิ่มจะได้เห็นความเน่าเละเทะพอเป็นไอ้ป้อมแทน สลิ่มได้ใจบอกได้ความหวัง เหอะแทนที่ตาแม่งจะมองเห็นก็ตาบอดกันต่อไป
แล้วประชาชนเนี่ยคือคนเป็นมะเร็งระยะ3แล้วเสือกโดนป้ายเชื้อเอดส์ซ้ำและต้องตัดแขนขาทิ้งเพราะเบาหวานพร้อมติดโควิดใกล้จะตายห่าหมดแล้วเต็มทน"
167,@SiameseFat @hareonnaa_ 55555555 ไม่หรอก ผมว่าเป็นนิสัยไอ้ป้อมมัน
168,นี่ว่าไอ้ป้อมมันเป็นคนใจดี + ประสบการณ์การเมืองที่มากกว่าประยุทธ์ มันเลยเดินเกมเก่งกว่า
169,@WhitePanty2 แต่อย่างว่าไอ้ป้อมมันเล่นการเมืองมานาน มันรู้ต้องทำอะไรยังไง
170,อีปิน อีขี้โกง กูขอแช่งให้มึงมีนายกแบบไอ้ตู่กะไอ้ป้อม  #วอลเลย์บอลหญิง
171,@conandroid 655 หมดไอ้ป้อม รอสาดอนุทิน ป๊อก 8 ปี ประเทศฉิบหายไม่พอ ไอ้ทหารเหี้ย
172,สมองมึงมีแค่นี้ อยู่เป็นขี้ไอ้ตู่ไอ้ป้อมต่อไป คุณเจี๊ยบเค้าไม่ต้องจ่ายเงินเว้ย เค้ารวยมากไม่ต้องมาเป็นส.ส.ยังได้ 
173,นั้นสิ ทำไม่ได้ก็ออกไปนะ ไอ้ป้อม 
174,@tanawatofficial ให้มันล้มหน้าคะมำสักทีเถอะ แล้วก็ให้กระดูกสะโพกมันหักด้วยนะ มึงจะได้นอนติดเตียง ไอ้ป้อม
175,@chamnanxyz ไอ้ป้อมมันถึงจับไอ้ตู่ขึ้นมาเชิดไงล่ะ...
176,ไอ้ป้อมอาจจะถึงฆาตเร็ว ๆ นี้ เพราะห้ามคนพยุง ต้องเดินเอง เมื่อก่อนที่รอดอยู่เพราะมีคนช่วยจูงเดิน
177,หน้าจะทิ่มอยู่แล้วไอ้ป้อม 
178,@peenoyyy88 เตรียมพร้อมให้ไอ้ป้อม
179,ไล่ตู่เจอไอ้ป้อมหนักกว่ามั๊ยละจาาา 
180,@yumiko_baeda ที่ระลึกวันเผาไอ้ป้อม
181,@sirotek สภาพเอน็จอนาถดีกว่าไอ้ป้อม
182,"แม้ใครจะพูดว่า เหี้ยหนึ่งไปเหี้ยหนึ่งมา ไม่แตกต่างกัน

แต่ผมรู้สึกมีความสุขที่ไอ้ระยำตู่ถูกสั่งให้หยุดปฏิบัติหน้าที่

อย่างน้อยผมก็อารมณ์ดีขึ้น สบายใจขึ้น  สุขภาพจิตดีขึ้น

ไอ้ป้อมมันทำให้ผมอารมณ์เสียน้อยกว่าไอ้เหี้ยตู่  55555"
183,แหม่ดูไอ้ป้อมซีอิ้วตราเด็กสมบูลณ์มันทำหน้าเข้าดิ  
184,@PNSNTK ไอ้ป้อมนี้แหละหัวโจกขบวนการนี้  ไอ้กร่างมันแค่โดนเชิดให้อยู่หน้า รับแรงปะทะไป  ส่วนหัวโจกแกล้งไม่รู้ ไม่รู้ไป  รับผลประโยชน์เต็ม แบบลอยตัว  ไม่ค่อยมีใครเล่นงาน  นี้แหละความเจ้าเลห์ของมัน
185,"ไอ้ป้อมตายตาหลับละ !
ได้เป็นนายกสมใจ แค่รักษาการณ์ก็เอา
ขอเดาว่า..ไม่น่าจะอยู่ครบ1เดือนเพราะหัวใจวายตายก่อน"
186,@shop_platoo ไอ้ป้อม แดกเข้าไปละ
187,ยายกุเสียใจที่ตู่ถูกหยุดปฏิบัติหน้าที่พร้อมสาปส่งไอ้ป้อมเพราะมันเป็นคนเลว คะ? 5555555555555555555555555555555555555555555555555555
188,@UrsularTVA @meVnus ร้อนหีที่ถูกจับได้ว่าเรียกไอ้ป้อมว่าพี่ จนมาบิดเบือนใส่ร้ายกุเลยเนาะ แน่จริงมึงเปิดสิว่ากุรีพลายใคร ก่อนหน้านั้นคุยอะไรกัน ตอแหลเหี้ยๆเลย #นางแบก
189,@F4HT6D ไอ้ตู่ไอ้ป้อม
190,"อนาถแท้
ลูกน้องหามไอ้ป้อมทำหน้าที่ชั่วคราว"
191,@Thairath_News ไอ้ป้อมเปงนายกแทนไอ้หนูก้อผิดหวังอ่าสิปะกาดไปทั่วพร้อมเปงนายกไอ้หนู
192,รีบลงนรกไปเถอะ ไอ้ป้อม 
193,กุเห็นไอ้ป้อมทีไรแล้วกุเวท นอนอยู่บ้านไหมสภาพ
194,ปัญหาไม่ใช่แค่ให้ไอ้ตู้ ไอ้ป้อม ไอ้ป๊อกออกไป มันต้องแก้รัฐธรรมนูญใหม่หมดเลย รัฐธรรมนูญต้องมาจากประชาชน ไม่ใช่มาจากทหารที่ยึดอำนาจมา  #นายกเถื่อน #8ปีแล้วนะไอ้สัส #ประวิตร #รัฐบาลส้นตีนคนเชียร์ก็ส้นตีน
195,@pran2844 เชื่อว่าตำแหน่งมันน่าจะยังอยู่ ส่วนไอ้ป้อมแค่รักษาการณ์ เผื่อให้ไอ้ตู่หาทางกลับมาใหม่
196,"เด็ก14เดินขายขนมหาเลี้ยงแม่ เด็กเป็นHIVตั้งแต่เกิดแล้วโดนบูลลี่ 
พอเห็นภาพไอ้ป้อมแล้ว #ประวิตร บอกตรงๆว่ากูโกรธจนมือสั่น... ความเหลื่ยมล้ำนี้แม่ง กำลังฆ่าอนาคตของประเทศ.. #นายกเถื่อน"
197,ไอ้ป้อมทรงมึงนี่ไปขายข้าวขาหมูนะไอ้สัส 
198,ไอ้ตู่ยังพูดให้สัมภาษณ์บ้างแม้จะกักขฬะกับนักข่าว แต่ไอ้ป้อมนี่สิจะยืนได้ถึงนาทีรึปล่าวเหอะ 
199,@Nisa22444480 ดูเบ้าหน้ามันดี ๆ สิ…เหมือนไอ้ตูบกะไอ้ป้อมผสมพันธุ์กันมา
200,@PNSNTK เห็นด้วย ไอ้ป้อมเรือดำน้ำไม่รู้ไม่รู้ ตัวร้ายที่สุด กลุ่มเขาแบ่งงานกันทำไอ้เรือดำน้ำคือมือสกปรกทำงานthe badอีกสองทำตัวthe good &amp; the ugly
201,ถ้าเลือกไม่ได้ ไอ้ป้อม ดีที่สุด ผมเกลียด ไอ้ตู่ กับ ไอ้ป๊อก มากกว่า เพราะไอ้ 2 ตัวหลังออกแนวดูถูก สส. ที่มาจากการเลือกตั้งของ ปชช.
202,อะไรคือเฮ ไอ้ป้อมรักษาการ เอาวะอย่างน้อยก็ดีกว่าไอ้ตู่ #นายกเถื่อน #ไม่รู้ไม่รู้ไม่รู้ 
203,"5:4 
รอทดเวลา ให้ นายก เถื่อน เล่นต่อ...
ไอ้ ป้อม นากา คัั่นเวลา รอ เปลี่ยนเกมส์.."
204,ไอ้ป้อมอยู่อาจจะดีก้อได้ เพราะเดี๋ยวมันก้ตายแระ
205,@TuaMaple วงศ์สุวรรณ เป็นญาติอ้อมๆกับมาดามพงศ์.  พูดคุยกันรู้เรื่องกับพจมาน.  น้องชายไอ้ป้อม (พัชรวาท วงษ์สุวรรณ) ก็ลูกน้องเก่าและสนิทสนมกับคุณ ทษ  คนนี้แหละตัวดีล
206,จะบริหารประเทศ เอาตัวมรึงให้รอดก่อนเถอะไอ้ป้อม หน้าhee 
207,กูจะฆ่าพวกมึงทุกคน ...ฆ่าทีล่ะคน ถ้าไม่คืนเงินของกู ไอ้ป้อม ...ไอ้ตู่เสร็จกูแล้ว ...พวกมึง เป็นรายต่อไป... 
208,เเต่กุจิงจังไอ้ป้อมขึ้นปุ๊บลางร้ายมาเลยฝนตกฟ้าผ่าไฟดับนี่เเค่วันแรกฟ้าฝนยังไม่เป็นใจ
209,"@0ueiJX8OdQ0YmRX @Pat_ThaiPBS แกคงกำลังคิดอยู่ว่า
""ทำไมมีงถึงได้โง่เหมือนไอ้ตู่ จนโดนไอ้ป้อมดัดหลังเอาดื้อๆ"" อยู่มั้ง
"
210,@SaintJu30570567 ผมไม่คิดว่าคนอย่างไอ้ป้อมขึ้นแล้วจะลงง่ายๆ
211,@Unrulycat2511 นึกถึงภาพไอ้ป้อมตอนประชุมเอเปคที่ไทยปลายปีนี้ ภาพออกไปทั่วโลก คนไทยซื้อปี๊บเตรียมคลุมหัวกันได้เลยครับ 
212,@som85730358 ไม่ใช่ค้า ขี้กากคือไอ้ตู่ สังคัง คือ ไอ้ป้อม 
213,"พรุ่งนี้กูจะใส่นาฬิกาเรือนไหน ? ฉลองตำแหน่งใหม่ดีนะ

ไอ้ป้อมคิดในใจ"
214,ก่อนจะเปลี่ยนนายก ช่วยเปลี่ยนความคิดประชาชนไทยก่อนเถอะที่ยอมให้ไอ้ตู่กับไอ้ป้อมมีอำนาจแบบนี่
215,อยากยกนิ้วกลางให้ไอ้ป้อม
216,@shutup2557 ถ้าไอ้ป้อมคงตอบ ไม่รู้ๆๆๆๆๆๆๆๆ
217,พวกมึงนึกภาพประเทศไทยเป็นไอ้ป้อมได้ ไม่ต่างกัน 
218,"อุ้ย!... บล็อกกันซะแล้ว สงสัยช่วงนี้ติดสัตว์
หรือไม่ก็กลับไปเลียตีนไอ้ป้อมต่อ
พอไม่มีตู่ป้อมก็สำคัญขึ้นมาเลย แต่ก่อนหน้านี้สลิ่มบอกป้อมชอบเล่นการเมืองไม่รักตู่จริง
มาวันนี้ เลิฟๆ 3 ป. สลิ่มไหลดีซะยิ่งกว่าหนังกำพร้าเลยนะพวกมึง
#ลุงตู่อยู่ยาว "
219,@acatsssss ไอ้ตู่ มรึงแพ้ไอ้ป้อมไป 1 แต้ม 555 ไอ้ขี้แพ้ ว้ายยยย...555
220,@RaytroStudio มึงสิต้องอร่อย ไม่ใช่กู ลูกหาบเลียตีนไอ้ป้อม
221,@RaytroStudio เลียตีนไอ้ป้อมต่อ แผล่บๆๆๆๆๆๆๆๆ
222,ไอ้ยุทธไปไอ้ป้อมมาก็ไม่ได้ทำให้ประเทศดีขึ้น เพราะไม่มีประโยชน์เหมือนกัน #ประวิตร
223,ไอ้ป้อมมันรองมันก็ต้องขึ้นรักษาการอยู่แล้วน้อทเซอร์ไพร้ แต่ก็สมน้ำหน้าที่คนด่ามัน555555
224,โถไอ้ป้อมแค่เดินยังสะดุด อีเหี้ย
225,@swingCeoxxx ตายยากจริงๆไอ้ป้อม
226,#ศาลรัฐธรรมนูญ แค่สั่งให้ไอ้ตู่หยุดงานชั่วคราว กะชะลอกระแสต้าน #นายกเถื่อน แล้วสลับไอ้ป้อม #ประวิตร มารับงานค้างคืนแทน ช่วงนี้ก็คงไปสุมหัวกันเขียนบทละครอยู่ จะได้อุ้มไอ้ควายตู่กลับมาอยู่ยาว
227,"เอาไอ้ตู่ออกแต่ได้ไอ้ป้อม​ ก็เหมือนรอดตายแต่ได้นอนเป็นผัก
#นายกเถื่อน
#ประยุทธ์ออกไป
#8ปีแล้วนะไอ้สัส"
228,มาทันให้ไอ้ป้อมใช้งานทันที ดีจังนะอีดอก 
229,ไอ้ป้อมมันได้เป็นก่อนตายสมใจมันเสย
230,สงสัยต้องรอวันไอ้ป้อมตายก่อนมั้ง
231,ใครมันเสร่อเอาไอ้ป้อมขึ้นรักษาการนายก กุถามจริง ทำตัวสล็อต หลับในสภาอย่างงี้ มึงมีสิทธิไรเห้ยยย
232,กูอายต่างชาติเค้าวะ ไอ้ป้อมมันไม่อายเหรอวะ ไปไหนมาไหนต้องให้คนพยุงอยู่เลย #นายกเถื่อน
233,@watchingstar92 แต่ไอ้ป้อมขึ้นแทน ต่างกันตรงไหนก่อนนนนน
234,ไอ้ป้อมไอ้ควาย
235,ใครเป็นคนเลือกให้ไอ้ป้อมขึ้นมาแทน 
236,ไร้สามัญสำนึก มึงต้องลาออก เลือกนสยกใหม่ไม่ใช่หยุดงานให้ไอ้ป้อม #เสนียดไปจัญไรมา #8ปีแล้วนะไอ้สัส
237,"@Y3keep @YinYinYangYang1 ความคิดของผม
ถ้าไอ้ป้อมยังไม่ไปกราบตีนไอ้แม้วแล้ว นี่คือการวางแผนสุดเฉียบ
1.พี่ขึ้นแทน ม็อบหมดมุก ฝ่ายค้านคลั่ง
2.ลุงยังคุมกำลังทหาร  จะได้จัดคนที่ไว้ใจคุมกำลังพล
เวลาผ่านไป ผลวินิจฉัยออกมา ลุงอาจได้กลับมาอีก"
238,"@GiJOE2538 ถ้าไอ้ป้อมยังไม่ไปกราบตีนไอ้แม้วแล้ว นี่คือการวางแผนสุดเฉียบ
1.พี่ขึ้นแทน ม็อบหมดมุก ฝ่ายค้านคลั่ง
2.ลุงยังคุมกำลังทหาร  จะได้จัดคนที่ไว้ใจคุมกำลังพล
เวลาผ่านไป ผลวินิจฉัยออกมา ลุงอาจได้กลับมาอีก"
239,"เหมือนอีศาลโยนหินถามทาง ถ้า #ประวิตร ขึ้นแล้วคนด่า ก็จะกลับคำให้ #ประยุทธ์ อยู่ต่อ คือประชาชนอย่างพวกมึงไม่มีสิทธิเลือก มีแต่ #รัฐบาลส้นตีน ซ้ายกับขวาแค่นั้น
อยากให้โคตรเหง้าพวกศาลห่ารากนี้ได้รับผลกรรมบ้างเหมือนกันนะ
แต่คนเหี้ยอย่างไอ้ตู่กับไอ้ป้อมยังได้ดี เวรกรรมแม่งก็ไม่มีจริง"
240,ไอ้ป้อมนี่ยังอยู่อีกนะ หมายถึงป้อมในอาโอวีน่ะ #ประวิตร
241,@GiJOE2538 กราบตีนไอ้ป้อมต่อ555 ioสลิ่ม
242,@GiJOE2538 สลิ่มกราบตีนไอ้ป้อมต่อ ขำพวกมึงว่ะ
243,"ไอ้ป้อมก็เถื่อนไม่แพ้ไอ้ตู่
#ประวิตร #นายกเถื่อน"
244,ลงถนนเถอะ บุกไปหน้าบ้านไอ้ป้อมเถอะ #นายกเถื่อน
245,"#ประยุทธ์8ปี ควยยย  ไปตายกันให้หมดดด!!ไอ้สัสส
ถ้าเป็นจริง ฆ่ากูให้ตายเถอะ หนีจากไอ้ตู่มาเจอไอ้ป้อม!! โอ้ยยย
อย่าจองเวรแก่กันและกันเลยยย "
246,@paritchi ไอ้ป้อมแค่รักษาการ ท่าจะกลัวควรกลัวนายกพระราชทานมากกว่า   มีความน่าจะเป็นว่าถ้าฝ่ายพรรคประชาธิปไตยชนะ พวกมัรจะใช้มวลชนมาก่อความวุ่นวายมาสู้กันและให้ทหารมารปห และนายกพระราชทานก็จะมา แล้วก็จะวนลูปความเหี้ย
247,ห่าแม่งตื่นมาได้ไอ้ป้อมเป็นนักษาการนายก
248,เหมือนน้อนมาตี้สตรีมเมื่อวาน มีแชทถามว่าดีใจมั้ยประยุดไม่ได้เป็นนายกแล้ว มาตี้บอก ไม่ครับ เพราะเดี๋ยวไอ้ป้อมก็เป็นต่ออยู่ดี 🫠
249,@Unrulycat2511 แนวไอ้ตู่ ตั้งกรรมการบ้าบอ คณะนั้นนี้เต็มไปหมด เอาข้าการมั่ง ทหารแก่มั่ง พวกคนแก่เกษียณแล้วมั่ง มีกรรมการเป็นร้อยคณะ แล้วแม่งนั่งประธาน .... จากนี้ไปไอ้ป้อมจะเอามั้ย มันประชุมไหวมั้ย เดี๋ยวหลับเดียวล้ม  คอยดูงานการต่างๆจะมึนกันถึงไหน
250,@Pongkasem_S นั่งหัวโต๊ะดเวยไหม หรือไอ้ป้อมนั่งแทน
251,@hi9k8oct4MKxuRr หยุดปฏิบัติหน้าที่ ไอ้ป้อมรักษาการ อยู่จนถึงเอแปคบอกจะยุบสภา
252,เข้าทวิตมา อ่านประโยคแรกว่าไอ้ตู่ได้หยุดปฏิบัติหน้าที่นายก ผ้มนี่ยิ้มกว้างเลย อ่านประโยคถัดไปว่าไอ้ป้อมขึ้นรักษาการแทน อยากจะเขวี้ยงมือถือทิ้ง
253,@tonthanasit เปลี่ยนแล้วครับต้น ได้ไอ้ป้อมมาแทน 
254,"หัวจะปวดตู่ออก ไอ้ป้อมจะมาเข้าแทน หัวจะปวด พอเถอะ 2พี่น้องนรกแตก
#8ปีแล้วนะไอ้สัส #ทรูล่ม #ม็อบ23สิงหา65 "
255,ไอ้ป้อมถูกประคองมารักษาการนายก ไอ้ตูบรัฐมนตรีกลาโหม
256,@Unrulycat2511 ไอ้ป้อมขึ้นแทนแทบจะไม่ต่างกันเลย
257,@RedSkullxxx ไอ้ป้อมดับฝันของไอ้หนู
258,ไอ้ป้อมเป็นนายก​ ไอ้เหี้ย
259,ควยเอ๊ย ไอ้ป้อมไอ้ควายๆๆๆๆ
260,รักษาตัวเองก่อนไหมไอ้ป้อม ค่อยมารักษาการ เดินเองก็แทบจะไม่ได้อยู่แล้ว ถามอะไรก็ไม่รู้ๆๆๆ 
261,มาลุ้นกัน ให้ไอ้ป้อม เดินตกบันไดทำเนียบต่อ
262,"ถ้าไอ้ป้อม ประวิทย์
รักษาการนายกจริง
คือไม่ไหวกับประเทศนี้แล้วจริงๆ นะ
ไอ้แก่นี่จะทำให้คนทั้งประเทศดูเสื่อมประสิทธิภาพกันไปหมด กุไม่อยากเป็นคนในประเทศที่ดูไร้ความสามารถ น่าสังเวชขนาดนั้นในสายตาชาวโลกอ่ะ
#นายกเถือน #8ปีแล้วนะไอ้สัส"
263,ไอ้ป้อมเดินเองยังไม่ค่อยจะไหวเลยมั้ง
264,พิจารณาเหี้ยอะไรตั้ง 2เดือน ไอ้ป้อมแค่ถ่วงเวลา 
265,ควยกูไม่เอาไอ้ป้อม
266,ไอ้ป้อมนี่คือขยะเลยนะ คนที่ล้างตูดตัวเองยังลำบากแต่จะมานั่งหัวเรือ ขำมาก #นายกเถื่อน #8ปีแล้วนะไอ้สัส
267,ประเทศไทยที่ไม่มีตู่เป็นนายก เริ่มได้กลิ่นความเจริญ สรุปไอ้ป้อมขึ้นแทน 
268,@tanawatofficial ได้นั่งหลับกลางสภาแน่ไอ้ป้อม
269,ให้ไอ้ป้อมขึ้นแทนกูเครียดกว่าเดิมอีกคราวนี้
270,ไอ้ป้อมมึงงงง!!
271,"มีข่าวมาบอก เอาข่าวดีหรือข่าวร้ายก่อน?
ข่าวดี ศาล รธน.มีคำสั่งให้ไอ้ตู่หยุดหน้าที่นายกฯ                                      ข่าวร้าย ไอ้ป้อมทำหน้าที่แทน            หนีเชี้ยปะตะกวด"
272,สัส ตื่นมาเจอข่าวไอ้ป้อม กุหลับต่อดีกว่า
273,ไอ้ป้อมเนี่ยนะกูถามจริงมันจะตายพรุ่งนี้อยู่ละ 
274,สภาพไอ้เหี้ยเอ้ย ไอ้ป้อมขึ้นแทนแล้วมันต่างจากเดิมตรงไหน
275,ไอ้ป้อมหน้า...
276,@tanawatofficial ไอ้ป้อม แล้วทุกอย่างจะจบ
277,ไอ้ตู่ไป ไอ้ป้อมมาแทน #นายกเถื่อน #8ปีแล้วนะไอ้สัส
